plant_id,month,month_name,task_type,task_title,task_description,priority,garden_type,region_adjustment,verification_status,confidence,source_ids
ohrovt,5,maj,setev_notri,Sej ohrovt v notranjih prostorih,"Splošen razpon: februar–april; maj–junij za jesenski pridelek. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,6,junij,setev_notri,Sej ohrovt v notranjih prostorih,"Splošen razpon: februar–april; maj–junij za jesenski pridelek. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,4,april,setev_na_prosto,Sej ohrovt na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,5,maj,setev_na_prosto,Sej ohrovt na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,6,junij,setev_na_prosto,Sej ohrovt na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,4,april,presajanje,Presadi ohrovt na stalno mesto,Splošen razpon: april–julij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,5,maj,presajanje,Presadi ohrovt na stalno mesto,Splošen razpon: april–julij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,6,junij,presajanje,Presadi ohrovt na stalno mesto,Splošen razpon: april–julij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,7,julij,presajanje,Presadi ohrovt na stalno mesto,Splošen razpon: april–julij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,1,januar,obiranje,Obiraj ohrovt,"Splošen razpon: september–marec, odvisno od vrste. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,2,februar,obiranje,Obiraj ohrovt,"Splošen razpon: september–marec, odvisno od vrste. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,3,marec,obiranje,Obiraj ohrovt,"Splošen razpon: september–marec, odvisno od vrste. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,9,september,obiranje,Obiraj ohrovt,"Splošen razpon: september–marec, odvisno od vrste. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,10,oktober,obiranje,Obiraj ohrovt,"Splošen razpon: september–marec, odvisno od vrste. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,11,november,obiranje,Obiraj ohrovt,"Splošen razpon: september–marec, odvisno od vrste. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
ohrovt,12,december,obiranje,Obiraj ohrovt,"Splošen razpon: september–marec, odvisno od vrste. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
kolerabica,2,februar,setev_notri,Sej kolerabica v notranjih prostorih,"Splošen razpon: februar–marec za zgodnje sadike. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,3,marec,setev_notri,Sej kolerabica v notranjih prostorih,"Splošen razpon: februar–marec za zgodnje sadike. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,3,marec,setev_na_prosto,Sej kolerabica na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,4,april,setev_na_prosto,Sej kolerabica na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,5,maj,setev_na_prosto,Sej kolerabica na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,6,junij,setev_na_prosto,Sej kolerabica na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,7,julij,setev_na_prosto,Sej kolerabica na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,8,avgust,setev_na_prosto,Sej kolerabica na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,3,marec,presajanje,Presadi kolerabica na stalno mesto,Splošen razpon: marec–avgust. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,4,april,presajanje,Presadi kolerabica na stalno mesto,Splošen razpon: marec–avgust. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,5,maj,presajanje,Presadi kolerabica na stalno mesto,Splošen razpon: marec–avgust. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,6,junij,presajanje,Presadi kolerabica na stalno mesto,Splošen razpon: marec–avgust. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,7,julij,presajanje,Presadi kolerabica na stalno mesto,Splošen razpon: marec–avgust. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,8,avgust,presajanje,Presadi kolerabica na stalno mesto,Splošen razpon: marec–avgust. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,5,maj,obiranje,Obiraj kolerabica,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,6,junij,obiranje,Obiraj kolerabica,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,7,julij,obiranje,Obiraj kolerabica,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,8,avgust,obiranje,Obiraj kolerabica,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,9,september,obiranje,Obiraj kolerabica,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
kolerabica,10,oktober,obiranje,Obiraj kolerabica,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
brsticni_ohrovt,3,marec,setev_notri,Sej brstični ohrovt v notranjih prostorih,"Splošen razpon: marec–april. Upoštevaj sorto, svetlobo, temperaturo in regijo.",srednja,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,4,april,setev_notri,Sej brstični ohrovt v notranjih prostorih,"Splošen razpon: marec–april. Upoštevaj sorto, svetlobo, temperaturo in regijo.",srednja,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,4,april,setev_na_prosto,Sej brstični ohrovt na prosto,Splošen razpon: april–maj. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,5,maj,setev_na_prosto,Sej brstični ohrovt na prosto,Splošen razpon: april–maj. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,5,maj,presajanje,Presadi brstični ohrovt na stalno mesto,Splošen razpon: maj–junij. Ne presajaj v stresnih razmerah; po presajanju zalij.,srednja,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,6,junij,presajanje,Presadi brstični ohrovt na stalno mesto,Splošen razpon: maj–junij. Ne presajaj v stresnih razmerah; po presajanju zalij.,srednja,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,1,januar,obiranje,Obiraj brstični ohrovt,Splošen razpon: oktober–februar. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,2,februar,obiranje,Obiraj brstični ohrovt,Splošen razpon: oktober–februar. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,10,oktober,obiranje,Obiraj brstični ohrovt,Splošen razpon: oktober–februar. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,11,november,obiranje,Obiraj brstični ohrovt,Splošen razpon: oktober–februar. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
brsticni_ohrovt,12,december,obiranje,Obiraj brstični ohrovt,Splošen razpon: oktober–februar. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
cebula,1,januar,setev_notri,Sej čebula v notranjih prostorih,"Splošen razpon: januar–februar za sadike iz semena. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,2,februar,setev_notri,Sej čebula v notranjih prostorih,"Splošen razpon: januar–februar za sadike iz semena. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,3,marec,setev_na_prosto,Sej čebula na prosto,Splošen razpon: marec–april; avgust za prezimne sorte. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,4,april,setev_na_prosto,Sej čebula na prosto,Splošen razpon: marec–april; avgust za prezimne sorte. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,8,avgust,setev_na_prosto,Sej čebula na prosto,Splošen razpon: marec–april; avgust za prezimne sorte. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,3,marec,presajanje,Presadi čebula na stalno mesto,Splošen razpon: marec–april. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,4,april,presajanje,Presadi čebula na stalno mesto,Splošen razpon: marec–april. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,7,julij,obiranje,Obiraj čebula,Splošen razpon: julij–avgust. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cebula,8,avgust,obiranje,Obiraj čebula,Splošen razpon: julij–avgust. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cesen,2,februar,setev_na_prosto,Sej česen na prosto,Splošen razpon: oktober–november; februar–marec za spomladanski česen. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cesen,3,marec,setev_na_prosto,Sej česen na prosto,Splošen razpon: oktober–november; februar–marec za spomladanski česen. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cesen,10,oktober,setev_na_prosto,Sej česen na prosto,Splošen razpon: oktober–november; februar–marec za spomladanski česen. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cesen,11,november,setev_na_prosto,Sej česen na prosto,Splošen razpon: oktober–november; februar–marec za spomladanski česen. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cesen,6,junij,obiranje,Obiraj česen,Splošen razpon: junij–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
cesen,7,julij,obiranje,Obiraj česen,Splošen razpon: junij–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
por,2,februar,setev_notri,Sej por v notranjih prostorih,"Splošen razpon: februar–marec. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,3,marec,setev_notri,Sej por v notranjih prostorih,"Splošen razpon: februar–marec. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,4,april,setev_na_prosto,Sej por na prosto,Splošen razpon: april–maj. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,5,maj,setev_na_prosto,Sej por na prosto,Splošen razpon: april–maj. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,5,maj,presajanje,Presadi por na stalno mesto,Splošen razpon: maj–julij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,6,junij,presajanje,Presadi por na stalno mesto,Splošen razpon: maj–julij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,7,julij,presajanje,Presadi por na stalno mesto,Splošen razpon: maj–julij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,1,januar,obiranje,Obiraj por,Splošen razpon: september–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,2,februar,obiranje,Obiraj por,Splošen razpon: september–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,3,marec,obiranje,Obiraj por,Splošen razpon: september–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,9,september,obiranje,Obiraj por,Splošen razpon: september–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
por,10,oktober,obiranje,Obiraj por,Splošen razpon: september–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
