plant_id,problem_type,problem_name,symptom_short,prevention_short,when_to_watch,verification_status,confidence,source_ids
cesen,škodljivec,tripsi,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
por,bolezen/fiziološka težava,porova rja,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
por,bolezen/fiziološka težava,čebulna plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
por,škodljivec,porova zavrtalka,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
por,škodljivec,tripsi,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
salotka,bolezen/fiziološka težava,bela gniloba,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
salotka,bolezen/fiziološka težava,čebulna plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
salotka,škodljivec,čebulna muha,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
salotka,škodljivec,tripsi,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
bazilika,bolezen/fiziološka težava,siva plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
bazilika,bolezen/fiziološka težava,peronospora bazilike,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
bazilika,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
bazilika,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
petersilj_list,bolezen/fiziološka težava,listne pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
petersilj_list,bolezen/fiziološka težava,pepelasta plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
petersilj_list,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
petersilj_list,škodljivec,korenjeva muha,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
drobnjak,bolezen/fiziološka težava,rja,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
drobnjak,bolezen/fiziološka težava,plesni,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
drobnjak,škodljivec,tripsi,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
drobnjak,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
meta,bolezen/fiziološka težava,rja mete,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
meta,bolezen/fiziološka težava,listne pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
meta,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
meta,škodljivec,pršice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
timijan,bolezen/fiziološka težava,gnitje korenin v mokrih tleh,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
timijan,škodljivec,redko; uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
rozmarin,bolezen/fiziološka težava,gnitje korenin,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
rozmarin,bolezen/fiziološka težava,plesni v vlagi,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
rozmarin,škodljivec,kaparji,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
rozmarin,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
origano,bolezen/fiziološka težava,gnitje korenin v vlagi,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
origano,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
origano,škodljivec,pršice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
koper,bolezen/fiziološka težava,pepelasta plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
koper,škodljivec,uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
jagode,bolezen/fiziološka težava,siva plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
jagode,bolezen/fiziološka težava,pepelasta plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
jagode,bolezen/fiziološka težava,listne pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
jagode,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
jagode,škodljivec,pršice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
jagode,škodljivec,ptice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
maline,bolezen/fiziološka težava,siva plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
maline,bolezen/fiziološka težava,malinova sušica,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
maline,bolezen/fiziološka težava,koreninske bolezni,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
maline,škodljivec,malinov hrošč,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
maline,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
maline,škodljivec,pršice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
borovnice,bolezen/fiziološka težava,siva plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
borovnice,bolezen/fiziološka težava,koreninske gnilobe,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
borovnice,škodljivec,ptice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
borovnice,škodljivec,pršice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
ribez,bolezen/fiziološka težava,ameriška kosmuljeva plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
ribez,bolezen/fiziološka težava,listne pegavosti,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
ribez,bolezen/fiziološka težava,rja,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
ribez,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
ribez,škodljivec,ribezova steklokrilka,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
ognjic,bolezen/fiziološka težava,pepelasta plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
ognjic,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
ognjic,škodljivec,polži,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
kapucinka,bolezen/fiziološka težava,pepelasta plesen,Potrebno dopolniti po IVR ali drugem strokovnem viru.,"Kolobar, zračnost, pravilno zalivanje, zdrave sadike/seme; prilagodi posamezni težavi.","vegetacija; bolj izrazito ob vlagi, vročini ali stresu, odvisno od težave",potrebno preveriti za produkcijo,srednja,IVR;MKGP_IPZ;VERIFY_NEEDED
kapucinka,škodljivec,listne uši,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
kapucinka,škodljivec,gosenice,Potrebno dopolniti po IVR ali prognostičnih obvestilih.,"Redno pregledovanje, mreže, kolobar, odstranjevanje močno poškodovanih delov; ukrepe preveri pri IVR.",od setve do obiranja; pogosteje v toplem delu sezone,potrebno preveriti za produkcijo,srednja,IVR;GOV_PROGNOZA;VERIFY_NEEDED
